--------task_3_2/input02_solution.txt--------
Equations without roots
    equation: [-84.0, 0.0, 39.0, 0.0, -6.0];  roots: []
    equation: [48.0, 92.0, 0.0];  roots: [0.0, -1.9166666666666667]
    equation: [0.0, 0.0, -19.0, 0.0, 48.0];  roots: [-1.5894388284780525, 1.5894388284780525]
    equation: [12.0, 0.0, 0.0, 0.0, -60.0];  roots: [1.4953487812212205, -1.4953487812212205]
    equation: [2.0, 0.0, -18.0, 0.0, -28.0];  roots: [3.2175067918125384, -3.2175067918125384]
    equation: [16.0, 0.0, 60.0, 0.0, -69.0];  roots: [0.9606657382773282, -0.9606657382773282]
    equation: [15.0, -22.0, 0.0];  roots: [1.4666666666666666, 0.0]
    equation: [0.0, 0.0, 2.0, 0.0, -11.0];  roots: [2.345207879911715, -2.345207879911715]
    equation: [-33.0, 0.0, 0.0, 0.0, 8.0];  roots: [0.7016879391277372, -0.7016879391277372]
    equation: [-3.0, 0.0, -100.0, 0.0, 34.0];  roots: [0.5801732440766862, -0.5801732440766862]
    equation: [-1.0, 25.0, 12.0];  roots: [-0.4711217710728466, 25.471121771072845]
    equation: [18.0, 28.0, -11.0];  roots: [0.3249685134044004, -1.880524068959956]
    equation: [34.0, 0.0, 0.0, 0.0, -4.0];  roots: [0.5856596027429395, -0.5856596027429395]
    equation: [36.0, -51.0, -14.0];  roots: [1.6520626377421772, -0.23539597107551044]
    equation: [-8.0, -15.0, 0.0];  roots: [-1.875, -0.0]
    equation: [-68.0, -13.0, 66.0];  roots: [-1.08539899802645, 0.8942225274382146]
    equation: [-18.0, 100.0, -20.0];  roots: [0.20777033195102726, 5.347785223604529]
    equation: [-13.0, 24.0, 100.0];  roots: [-2.0, 3.8461538461538463]
    equation: [-52.0, 0.0, -2.0, 0.0, 72.0];  roots: [1.075928982528917, -1.075928982528917]
    equation: [-4.0, 22.0, 0.0];  roots: [-0.0, 5.5]
    equation: [25.0, 96.0, 6.0];  roots: [-0.06355177826043303, -3.776448221739567]
    equation: [-4.0, 0.0, -52.0, 0.0, 5.0];  roots: [0.30895465546979506, -0.30895465546979506]
    equation: [-18.0, 14.0, 0.0];  roots: [-0.0, 0.7777777777777778]
    equation: [-2.0, -36.0, -21.0];  roots: [-17.39642781187333, -0.6035721881266678]
    equation: [15.0, 0.0, -11.0, 0.0, -20.0];  roots: [1.256258514939932, -1.256258514939932]
    equation: [-20.0, 0.0, 8.0, 0.0, 10.0];  roots: [0.9668748227329913, -0.9668748227329913]
    equation: [0.0, 0.0, 24.0, 0.0, -92.0];  roots: [1.9578900207451218, -1.9578900207451218]
    equation: [-72.0, 0.0, 0.0, 0.0, 50.0];  roots: [0.9128709291752769, -0.9128709291752769]
    equation: [4.0, -20.0, -69.0];  roots: [7.347679857416329, -2.3476798574163293]
    equation: [20.0, -39.0, 0.0];  roots: [1.95, 0.0]
    equation: [0.0, 0.0, 22.0, 0.0, -18.0];  roots: [0.9045340337332909, -0.9045340337332909]
    equation: [0.0, 0.0, 4.0, 0.0, -60.0];  roots: [3.872983346207417, -3.872983346207417]
    equation: [-22.0, 14.0, 2.0];  roots: [-0.12016594368149795, 0.7565295800451343]
    equation: [72.0, 0.0, -48.0];  roots: [0.816496580927726, -0.816496580927726]
    equation: [44.0, 28.0, 0.0];  roots: [0.0, -0.6363636363636364]
    equation: [66.0, 0.0, 51.0, 0.0, -20.0];  roots: [0.5349525359847835, -0.5349525359847835]
    equation: [0.0, 0.0, 72.0, 0.0, -16.0];  roots: [0.4714045207910316, -0.4714045207910316]
    equation: [-14.0, 0.0, 60.0, 0.0, 30.0];  roots: [2.1766915302352445, -2.1766915302352445]
    equation: [-3.0, 0.0, -21.0, 0.0, 9.0];  roots: [0.6364941774700904, -0.6364941774700904]
    equation: [-38.0, 0.0, 96.0, 0.0, 24.0];  roots: [1.6599761215390334, -1.6599761215390334]
    equation: [-32.0, 0.0, 20.0, 0.0, 57.0];  roots: [1.2973943164922266, -1.2973943164922266]
    equation: [-38.0, 0.0, -20.0, 0.0, 21.0];  roots: [0.7248710979336691, -0.7248710979336691]
    equation: [23.0, 6.0, -51.0];  roots: [1.364357690232268, -1.6252272554496594]
    equation: [-6.0, 7.0, 0.0];  roots: [-0.0, 1.1666666666666667]
    equation: [80.0, 0.0, -18.0, 0.0, -28.0];  roots: [0.8454049169021287, -0.8454049169021287]
    equation: [-30.0, 0.0, -21.0, 0.0, 39.0];  roots: [0.9179793266668136, -0.9179793266668136]
    equation: [-32.0, 0.0, 0.0, 0.0, 7.0];  roots: [0.6838911999336902, -0.6838911999336902]
    equation: [-17.0, 0.0, 0.0, 0.0, 40.0];  roots: [1.2385192681968016, -1.2385192681968016]
    equation: [-21.0, 0.0, 84.0, 0.0, 1.0];  roots: [2.0029651870183347, -2.0029651870183347]
    equation: [44.0, 0.0, 72.0, 0.0, -25.0];  roots: [0.5424890657063486, -0.5424890657063486]
    equation: [10.0, -66.0, 52.0];  roots: [5.6853720883753125, 0.9146279116246874]
    equation: [20.0, 0.0, -21.0, 0.0, -40.0];  roots: [1.4260145455620565, -1.4260145455620565]
    equation: [-12.0, 0.0, -76.0, 0.0, 18.0];  roots: [0.4781123974310087, -0.4781123974310087]
    equation: [16.0, 0.0, -39.0, 0.0, -15.0];  roots: [1.665923520356362, -1.665923520356362]
    equation: [20.0, 0.0, -80.0];  roots: [2.0, -2.0]
    equation: [6.0, 92.0, -5.0];  roots: [0.05415654793364647, -15.38748988126698]
    equation: [21.0, -11.0, -92.0];  roots: [2.371299576836469, -1.8474900530269451]
    equation: [-2.0, 18.0, 14.0];  roots: [-0.7201532544552753, 9.720153254455276]
    equation: [48.0, 7.0, -68.0];  roots: [1.1195528327103381, -1.2653861660436714]
    equation: [6.0, 0.0, 4.0, 0.0, -66.0];  roots: [1.7320508075688772, -1.7320508075688772]
    equation: [-42.0, 0.0, 24.0, 0.0, 20.0];  roots: [1.0161642898046537, -1.0161642898046537]
    equation: [-44.0, 0.0, -75.0, 0.0, 64.0];  roots: [0.790265241872677, -0.790265241872677]
    equation: [0.0, 0.0, 38.0, 0.0, -18.0];  roots: [0.6882472016116853, -0.6882472016116853]
    equation: [8.0, -48.0, -60.0];  roots: [7.06201920231798, -1.0620192023179804]
    equation: [6.0, 0.0, -16.0];  roots: [1.6329931618554518, -1.6329931618554518]
    equation: [-76.0, -28.0, 64.0];  roots: [-1.1201799601988809, 0.751758907567302]
    equation: [-39.0, -8.0, 12.0];  roots: [-0.6666666666666666, 0.46153846153846156]
    equation: [-16.0, 17.0, 0.0];  roots: [-0.0, 1.0625]
    equation: [-20.0, 0.0, 0.0, 0.0, 44.0];  roots: [1.2178832856309068, -1.2178832856309068]
    equation: [50.0, 52.0, -36.0];  roots: [0.47518842436997827, -1.5151884243699782]
    equation: [-8.0, 0.0, 0.0, 0.0, 16.0];  roots: [1.189207115002721, -1.189207115002721]
    equation: [-24.0, 0.0, -27.0, 0.0, 80.0];  roots: [1.1610035151032059, -1.1610035151032059]
    equation: [-27.0, 46.0, 0.0];  roots: [-0.0, 1.7037037037037037]
    equation: [-33.0, -84.0, -6.0];  roots: [-2.4719005416611743, -0.073554003793371]
    equation: [18.0, 22.0, 0.0];  roots: [0.0, -1.2222222222222223]
    equation: [0.0, 0.0, 22.0, 0.0, -3.0];  roots: [0.3692744729379982, -0.3692744729379982]
    equation: [-12.0, 0.0, -9.0, 0.0, 8.0];  roots: [0.723528928609856, -0.723528928609856]
    equation: [22.0, 0.0, -69.0, 0.0, -21.0];  roots: [1.8481917228052116, -1.8481917228052116]
    equation: [8.0, 0.0, -32.0, 0.0, -6.0];  roots: [2.0443701895132245, -2.0443701895132245]
    equation: [-3.0, -24.0, 0.0];  roots: [-8.0, -0.0]
    equation: [13.0, -60.0, -18.0];  roots: [4.898070498535805, -0.28268588315119014]
    equation: [0.0, 0.0, 1.0, 0.0, -52.0];  roots: [7.211102550927978, -7.211102550927978]
    equation: [6.0, 0.0, 18.0, 0.0, -15.0];  roots: [0.8242872507629466, -0.8242872507629466]
    equation: [5.0, 20.0, -60.0];  roots: [2.0, -6.0]
    equation: [44.0, 12.0, -18.0];  roots: [0.5176133895426436, -0.7903406622699163]
    equation: [-40.0, 0.0, 2.0];  roots: [-0.223606797749979, 0.223606797749979]
    equation: [64.0, 76.0, -92.0];  roots: [0.7441734142879779, -1.931673414287978]
    equation: [-63.0, 0.0, -24.0, 0.0, 16.0];  roots: [0.5901456034615429, -0.5901456034615429]
    equation: [75.0, 0.0, -96.0, 0.0, -13.0];  roots: [1.1846943527559144, -1.1846943527559144]
    equation: [-54.0, 0.0, 0.0, 0.0, 50.0];  roots: [0.9809436521275706, -0.9809436521275706]
    equation: [66.0, 0.0, 57.0, 0.0, -6.0];  roots: [0.30797212287186493, -0.30797212287186493]
    equation: [64.0, 0.0, 22.0, 0.0, -10.0];  roots: [0.5090774199512083, -0.5090774199512083]
    equation: [0.0, 0.0, -24.0, 0.0, 18.0];  roots: [-0.8660254037844387, 0.8660254037844387]
    equation: [72.0, 0.0, -45.0, 0.0, -15.0];  roots: [0.9304102600320945, -0.9304102600320945]
    equation: [-13.0, 0.0, -19.0, 0.0, 39.0];  roots: [1.0719751295801838, -1.0719751295801838]
    equation: [11.0, 0.0, 36.0, 0.0, -4.0];  roots: [0.32798643171089154, -0.32798643171089154]
    equation: [0.0, 0.0, 28.0, 0.0, -75.0];  roots: [1.6366341767699428, -1.6366341767699428]
    equation: [6.0, -40.0, -60.0];  roots: [7.92801625069674, -1.261349584030074]
    equation: [6.0, 44.0, 3.0];  roots: [-0.06882780917951632, -7.264505524153816]
    equation: [-2.0, -27.0, -6.0];  roots: [-13.273994175349944, -0.2260058246500556]
    equation: [-26.0, -32.0, 34.0];  roots: [-1.9139956166257026, 0.6832263858564718]
    equation: [8.0, 0.0, -52.0];  roots: [2.5495097567963922, -2.5495097567963922]
    equation: [-5.0, -24.0, 0.0];  roots: [-4.8, -0.0]
    equation: [-72.0, 0.0, 0.0, 0.0, 8.0];  roots: [0.5773502691896257, -0.5773502691896257]
    equation: [-75.0, 0.0, 0.0, 0.0, 7.0];  roots: [0.5527251091911687, -0.5527251091911687]
    equation: [12.0, 0.0, -36.0, 0.0, -5.0];  roots: [1.7700263167126786, -1.7700263167126786]
    equation: [-16.0, -64.0, 0.0];  roots: [-4.0, -0.0]
    equation: [-32.0, 0.0, 22.0];  roots: [-0.82915619758885, 0.82915619758885]
    equation: [88.0, -13.0, -48.0];  roots: [0.8160970108702028, -0.6683697381429301]
    equation: [68.0, -48.0, -46.0];  roots: [1.2479484738060553, -0.5420661208648787]
    equation: [4.0, -25.0, 16.0];  roots: [5.526171589037318, 0.7238284109626818]
    equation: [21.0, 57.0, -12.0];  roots: [0.1963259407808248, -2.910611655066539]
    equation: [-44.0, -36.0, 0.0];  roots: [-0.8181818181818182, -0.0]
    equation: [15.0, 0.0, -11.0];  roots: [0.8563488385776753, -0.8563488385776753]
    equation: [-13.0, 0.0, -44.0, 0.0, 30.0];  roots: [0.7627627415262819, -0.7627627415262819]
    equation: [-16.0, 0.0, -7.0, 0.0, 48.0];  roots: [1.2357425765234957, -1.2357425765234957]
    equation: [27.0, 0.0, 0.0, 0.0, -18.0];  roots: [0.9036020036098449, -0.9036020036098449]
    equation: [-12.0, -72.0, -28.0];  roots: [-5.581988897471611, -0.41801110252838863]
    equation: [-30.0, 0.0, 9.0, 0.0, 12.0];  roots: [0.8944271909999159, -0.8944271909999159]
    equation: [40.0, 0.0, 18.0, 0.0, -24.0];  roots: [0.7626357520108036, -0.7626357520108036]
    equation: [6.0, 60.0, 36.0];  roots: [-0.6411010564593264, -9.358898943540673]
    equation: [-24.0, 36.0, -4.0];  roots: [0.12084713039410418, 1.379152869605896]
    equation: [-12.0, -30.0, 48.0];  roots: [-3.608495283014151, 1.108495283014151]
    equation: [48.0, -60.0, -2.0];  roots: [1.2824889099191459, -0.032488909919145804]
    equation: [84.0, 0.0, -48.0];  roots: [0.7559289460184545, -0.7559289460184545]
    equation: [-8.0, -5.0, 40.0];  roots: [-2.5702989835235552, 1.9452989835235552]
    equation: [28.0, 0.0, -15.0];  roots: [0.7319250547113999, -0.7319250547113999]
    equation: [-84.0, 0.0, 36.0];  roots: [-0.6546536707079772, 0.6546536707079772]
    equation: [32.0, -54.0, -28.0];  roots: [2.1034777731716483, -0.4159777731716483]
    equation: [-56.0, 19.0, 0.0];  roots: [-0.0, 0.3392857142857143]
    equation: [-92.0, 0.0, 6.0, 0.0, 9.0];  roots: [0.5891311978610949, -0.5891311978610949]
    equation: [-54.0, 0.0, -25.0, 0.0, 14.0];  roots: [0.5725750253456667, -0.5725750253456667]
    equation: [52.0, 0.0, -27.0, 0.0, -39.0];  roots: [1.0787572621349817, -1.0787572621349817]
    equation: [18.0, 0.0, 8.0, 0.0, -60.0];  roots: [1.2716107614293704, -1.2716107614293704]
    equation: [0.0, 0.0, 19.0, 0.0, -15.0];  roots: [0.8885233166386386, -0.8885233166386386]
    equation: [18.0, 0.0, 16.0, 0.0, -76.0];  roots: [1.2875855064777684, -1.2875855064777684]
    equation: [-48.0, -46.0, 2.0];  roots: [-1.0, 0.041666666666666664]
    equation: [21.0, 0.0, -36.0];  roots: [1.3093073414159544, -1.3093073414159544]
    equation: [-8.0, 0.0, 34.0, 0.0, 16.0];  roots: [2.162769574430611, -2.162769574430611]
    equation: [-12.0, 0.0, 20.0, 0.0, 22.0];  roots: [1.5566733769039591, -1.5566733769039591]
    equation: [0.0, 0.0, -12.0, 0.0, 12.0];  roots: [-1.0, 1.0]
    equation: [-51.0, 0.0, 9.0, 0.0, 11.0];  roots: [0.7489748143947791, -0.7489748143947791]
    equation: [52.0, -7.0, 0.0];  roots: [0.1346153846153846, 0.0]
    equation: [-14.0, -88.0, 44.0];  roots: [-6.751237411518597, 0.4655231258043112]
    equation: [-36.0, -60.0, 0.0];  roots: [-1.6666666666666667, -0.0]
    equation: [33.0, -18.0, 0.0];  roots: [0.5454545454545454, 0.0]
    equation: [56.0, 22.0, -66.0];  roots: [0.9068191850816777, -1.2996763279388206]
    equation: [46.0, 0.0, -92.0, 0.0, -40.0];  roots: [1.5386099088495826, -1.5386099088495826]
    equation: [-2.0, 0.0, -36.0, 0.0, 10.0];  roots: [0.523085552749934, -0.523085552749934]
    equation: [0.0, 0.0, 39.0, 0.0, -4.0];  roots: [0.32025630761017426, -0.32025630761017426]
    equation: [25.0, 0.0, 66.0, 0.0, -33.0];  roots: [0.6557220663804052, -0.6557220663804052]
    equation: [-44.0, 0.0, 0.0, 0.0, 10.0];  roots: [0.6904573083274564, -0.6904573083274564]
    equation: [50.0, -15.0, -10.0];  roots: [0.6216990566028302, -0.3216990566028302]
    equation: [22.0, -1.0, -52.0];  roots: [1.5603074795984406, -1.5148529341438952]
    equation: [-30.0, 0.0, -72.0, 0.0, 36.0];  roots: [0.6517727218342235, -0.6517727218342235]
    equation: [92.0, 80.0, 0.0];  roots: [0.0, -0.8695652173913043]
    equation: [96.0, 92.0, 12.0];  roots: [-0.15574636049458282, -0.8025869728387506]
    equation: [36.0, -42.0, 12.0];  roots: [0.6666666666666666, 0.5]
    equation: [44.0, 0.0, -10.0, 0.0, -44.0];  roots: [1.0583346657814585, -1.0583346657814585]
    equation: [-19.0, -20.0, 4.0];  roots: [-1.2245525874432421, 0.17192100849587363]
    equation: [-4.0, 0.0, 36.0];  roots: [-3.0, 3.0]
    equation: [-44.0, -22.0, 0.0];  roots: [-0.5, -0.0]
    equation: [-6.0, -60.0, 6.0];  roots: [-10.099019513592784, 0.09901951359278509]
    equation: [24.0, 17.0, 3.0];  roots: [-0.3333333333333333, -0.375]
    equation: [15.0, 9.0, -76.0];  roots: [1.9708295107001466, -2.5708295107001464]
    equation: [28.0, -48.0, 5.0];  roots: [1.6028790363507537, 0.11140667793496066]
    equation: [-4.0, -48.0, 63.0];  roots: [-13.19374728496908, 1.1937472849690796]
    equation: [15.0, 0.0, -7.0];  roots: [0.6831300510639732, -0.6831300510639732]
    equation: [2.0, 23.0, -32.0];  roots: [1.25446286306095, -12.754462863060951]
    equation: [-24.0, 2.0, 44.0];  roots: [-1.312980683917405, 1.3963140172507382]
    equation: [1.0, 0.0, 0.0, 0.0, -2.0];  roots: [1.189207115002721, -1.189207115002721]
    equation: [-72.0, 12.0, 15.0];  roots: [-0.3806470302358352, 0.5473136969025019]
    equation: [-4.0, 0.0, 0.0, 0.0, 28.0];  roots: [1.6265765616977859, -1.6265765616977859]
    equation: [-6.0, -40.0, 0.0];  roots: [-6.666666666666667, -0.0]
    equation: [-17.0, -18.0, 0.0];  roots: [-1.0588235294117647, -0.0]
    equation: [12.0, 0.0, -88.0, 0.0, -6.0];  roots: [2.720458187585567, -2.720458187585567]
    equation: [0.0, 0.0, -16.0, 0.0, 24.0];  roots: [-1.224744871391589, 1.224744871391589]
    equation: [14.0, 0.0, -5.0, 0.0, -23.0];  roots: [1.2135447172876137, -1.2135447172876137]
    equation: [-16.0, -100.0, 13.0];  roots: [-6.377402957814422, 0.127402957814422]
    equation: [8.0, -40.0, -30.0];  roots: [5.66227766016838, -0.6622776601683795]
    equation: [30.0, 45.0, -21.0];  roots: [0.3736102527122116, -1.8736102527122116]
    equation: [-72.0, -17.0, 0.0];  roots: [-0.2361111111111111, -0.0]
    equation: [-30.0, -20.0, 9.0];  roots: [-0.9745128020557114, 0.30784613538904476]
    equation: [48.0, 48.0, -92.0];  roots: [0.9719601443879746, -1.9719601443879746]
    equation: [-48.0, 0.0, -21.0, 0.0, 96.0];  roots: [1.1010366218849916, -1.1010366218849916]
    equation: [21.0, 92.0, 51.0];  roots: [-0.6511209642624177, -3.729831416689963]
    equation: [10.0, 42.0, 6.0];  roots: [-0.14807787040568635, -4.051922129594314]
    equation: [-80.0, 0.0, 22.0, 0.0, 4.0];  roots: [0.6324555320336759, -0.6324555320336759]
    equation: [80.0, 0.0, 17.0, 0.0, -45.0];  roots: [0.8069935904519661, -0.8069935904519661]
    equation: [5.0, 0.0, 6.0, 0.0, -3.0];  roots: [0.6162758287595508, -0.6162758287595508]
    equation: [20.0, 0.0, -36.0, 0.0, -23.0];  roots: [1.51657508881031, -1.51657508881031]
    equation: [24.0, -34.0, -63.0];  roots: [2.4765912644935786, -1.059924597826912]
    equation: [2.0, -34.0, -42.0];  roots: [18.156603957913983, -1.1566039579139833]
    equation: [0.0, 0.0, -22.0, 0.0, 8.0];  roots: [-0.6030226891555273, 0.6030226891555273]
    equation: [40.0, 0.0, 23.0, 0.0, -36.0];  roots: [0.8389220432467739, -0.8389220432467739]
    equation: [8.0, 45.0, 0.0];  roots: [0.0, -5.625]
    equation: [-22.0, 80.0, 42.0];  roots: [-0.46542848856008556, 4.101792124923722]
    equation: [24.0, -64.0, -13.0];  roots: [2.856305573541422, -0.18963890687475557]
    equation: [0.0, 0.0, -92.0, 0.0, 10.0];  roots: [-0.3296902366978935, 0.3296902366978935]
    equation: [72.0, 0.0, 0.0, 0.0, -92.0];  roots: [1.063197220895953, -1.063197220895953]
    equation: [39.0, 0.0, 8.0, 0.0, -24.0];  roots: [0.8298053098983292, -0.8298053098983292]
    equation: [-12.0, 0.0, 0.0, 0.0, 51.0];  roots: [1.4358108555129503, -1.4358108555129503]
    equation: [-24.0, 0.0, 12.0, 0.0, 51.0];  roots: [1.314922030302521, -1.314922030302521]
    equation: [42.0, 0.0, -40.0];  roots: [0.9759000729485331, -0.9759000729485331]
    equation: [84.0, 8.0, 0.0];  roots: [0.0, -0.09523809523809523]
    equation: [18.0, 0.0, 0.0, 0.0, -64.0];  roots: [1.3731780959380784, -1.3731780959380784]
    equation: [-4.0, -54.0, 0.0];  roots: [-13.5, -0.0]
    equation: [5.0, 9.0, 0.0];  roots: [0.0, -1.8]
    equation: [-48.0, 27.0, 10.0];  roots: [-0.25487955135240714, 0.8173795513524071]
    equation: [-44.0, 0.0, -17.0, 0.0, 32.0];  roots: [0.8253651699595166, -0.8253651699595166]
    equation: [54.0, 0.0, -12.0, 0.0, -24.0];  roots: [0.887115333244545, -0.887115333244545]
    equation: [-21.0, 34.0, 14.0];  roots: [-0.3402568064428226, 1.9593044254904415]
    equation: [75.0, 0.0, -51.0, 0.0, -21.0];  roots: [0.9843614212984251, -0.9843614212984251]
    equation: [-10.0, -20.0, 0.0];  roots: [-2.0, -0.0]
    equation: [-24.0, -32.0, 56.0];  roots: [-2.3333333333333335, 1.0]
    equation: [30.0, 52.0, -60.0];  roots: [0.7919807072832972, -2.5253140406166303]
    equation: [-3.0, 0.0, 84.0, 0.0, 14.0];  roots: [5.307135408163603, -5.307135408163603]
    equation: [0.0, 0.0, 28.0, 0.0, -28.0];  roots: [1.0, -1.0]
    equation: [12.0, 8.0, -28.0];  roots: [1.2301385866078098, -1.8968052532744766]
    equation: [-36.0, -7.0, 0.0];  roots: [-0.19444444444444445, -0.0]
    equation: [-42.0, 48.0, 48.0];  roots: [-0.6407544820340815, 1.7836116248912244]
    equation: [-42.0, 0.0, 0.0, 0.0, 18.0];  roots: [0.8091067115702213, -0.8091067115702213]
    equation: [-15.0, 0.0, 51.0, 0.0, 50.0];  roots: [2.048087147952699, -2.048087147952699]
    equation: [-14.0, 10.0, 4.0];  roots: [-0.2857142857142857, 1.0]
    equation: [2.0, 16.0, -84.0];  roots: [3.6157731058639087, -11.615773105863909]
    equation: [0.0, 0.0, 50.0, 0.0, -21.0];  roots: [0.648074069840786, -0.648074069840786]
    equation: [-38.0, 0.0, 0.0, 0.0, 21.0];  roots: [0.862201798696238, -0.862201798696238]
    equation: [-2.0, 0.0, 0.0, 0.0, 17.0];  roots: [1.7074764851741444, -1.7074764851741444]
    equation: [28.0, -88.0, 0.0];  roots: [3.142857142857143, 0.0]
    equation: [-100.0, 0.0, 0.0, 0.0, 52.0];  roots: [0.8491821094987799, -0.8491821094987799]
    equation: [-7.0, 0.0, 36.0];  roots: [-2.2677868380553634, 2.2677868380553634]
    equation: [36.0, 24.0, 0.0];  roots: [0.0, -0.6666666666666666]
    equation: [-18.0, 22.0, 21.0];  roots: [-0.6299059946493709, 1.852128216871593]
    equation: [36.0, 0.0, -38.0];  roots: [1.0274023338281628, -1.0274023338281628]
    equation: [96.0, 0.0, 0.0, 0.0, -28.0];  roots: [0.7348889200874659, -0.7348889200874659]
    equation: [0.0, 0.0, 4.0, 0.0, -32.0];  roots: [2.8284271247461903, -2.8284271247461903]
    equation: [24.0, 0.0, 57.0, 0.0, -50.0];  roots: [0.825583370379035, -0.825583370379035]
    equation: [48.0, -5.0, -46.0];  roots: [1.0324128733067264, -0.9282462066400597]
    equation: [6.0, 68.0, 42.0];  roots: [-0.6555678738756973, -10.677765459457637]
    equation: [-4.0, 60.0, -72.0];  roots: [1.3153415615735096, 13.68465843842649]
    equation: [10.0, 0.0, 36.0, 0.0, -50.0];  roots: [1.034669038331323, -1.034669038331323]
    equation: [63.0, 0.0, 10.0, 0.0, -24.0];  roots: [0.7368378552206152, -0.7368378552206152]
    equation: [-4.0, 0.0, 27.0, 0.0, 60.0];  roots: [2.917564163306204, -2.917564163306204]
    equation: [-76.0, 0.0, -75.0, 0.0, 4.0];  roots: [0.22522412707019648, -0.22522412707019648]
    equation: [6.0, 4.0, 0.0];  roots: [0.0, -0.6666666666666666]
    equation: [36.0, -24.0, -57.0];  roots: [1.635041612651109, -0.9683749459844423]
    equation: [44.0, -24.0, -21.0];  roots: [1.0154606653803724, -0.47000611992582686]
    equation: [-45.0, 5.0, 54.0];  roots: [-1.0412974062187592, 1.1524085173298704]
    equation: [18.0, -36.0, 0.0];  roots: [2.0, 0.0]
    equation: [14.0, 0.0, -34.0, 0.0, -48.0];  roots: [1.8516401995451028, -1.8516401995451028]
    equation: [0.0, 0.0, -30.0, 0.0, 51.0];  roots: [-1.3038404810405297, 1.3038404810405297]
    equation: [-16.0, -48.0, 0.0];  roots: [-3.0, -0.0]
    equation: [0.0, 0.0, 45.0, 0.0, -57.0];  roots: [1.1254628677422756, -1.1254628677422756]
    equation: [2.0, 0.0, -10.0];  roots: [2.23606797749979, -2.23606797749979]
    equation: [24.0, 0.0, -18.0];  roots: [0.8660254037844387, -0.8660254037844387]
    equation: [-8.0, 0.0, -9.0, 0.0, 30.0];  roots: [1.2058330007147382, -1.2058330007147382]
    equation: [72.0, 0.0, -36.0];  roots: [0.7071067811865475, -0.7071067811865475]
    equation: [4.0, -50.0, 0.0];  roots: [12.5, 0.0]
    equation: [32.0, 0.0, -63.0, 0.0, -60.0];  roots: [1.634255053986067, -1.634255053986067]
    equation: [0.0, 0.0, 20.0, 0.0, -34.0];  roots: [1.3038404810405297, -1.3038404810405297]
    equation: [57.0, 0.0, 10.0, 0.0, -57.0];  roots: [0.9571419261171384, -0.9571419261171384]
    equation: [32.0, 0.0, 0.0, 0.0, -3.0];  roots: [0.5533409598501607, -0.5533409598501607]
    equation: [-40.0, 0.0, 46.0, 0.0, 12.0];  roots: [1.1700935897240996, -1.1700935897240996]
    equation: [23.0, 0.0, 0.0, 0.0, -28.0];  roots: [1.0504068586670314, -1.0504068586670314]
    equation: [-28.0, 0.0, 4.0];  roots: [-0.37796447300922725, 0.37796447300922725]
    equation: [-20.0, 0.0, 46.0];  roots: [-1.5165750888103102, 1.5165750888103102]
    equation: [15.0, 0.0, -22.0];  roots: [1.2110601416389966, -1.2110601416389966]
    equation: [6.0, 0.0, -75.0, 0.0, -30.0];  roots: [3.589980365360774, -3.589980365360774]
    equation: [84.0, 63.0, -22.0];  roots: [0.25945233225575104, -1.009452332255751]
    equation: [-16.0, -9.0, 66.0];  roots: [-2.331640587790531, 1.769140587790531]
    equation: [88.0, 0.0, 20.0, 0.0, -63.0];  roots: [0.8602758535121413, -0.8602758535121413]
    equation: [-25.0, 0.0, 63.0, 0.0, 96.0];  roots: [1.8946559089556179, -1.8946559089556179]
    equation: [-9.0, 36.0, 10.0];  roots: [-0.26077666104175595, 4.260776661041756]
    equation: [4.0, 36.0, -22.0];  roots: [0.5744457825461096, -9.57444578254611]
    equation: [24.0, 48.0, 0.0];  roots: [0.0, -2.0]
    equation: [-28.0, 0.0, -8.0, 0.0, 48.0];  roots: [1.083614616344818, -1.083614616344818]
    equation: [-24.0, -8.0, 80.0];  roots: [-2.0, 1.6666666666666667]
    equation: [3.0, -30.0, 66.0];  roots: [6.732050807568878, 3.267949192431123]
    equation: [-21.0, -64.0, 72.0];  roots: [-3.9218434880026996, 0.8742244403836518]
    equation: [-3.0, 0.0, -40.0, 0.0, 9.0];  roots: [0.4704530864928068, -0.4704530864928068]
    equation: [15.0, 32.0, 0.0];  roots: [0.0, -2.1333333333333333]
    equation: [-24.0, 26.0, 0.0];  roots: [-0.0, 1.0833333333333333]
    equation: [66.0, 0.0, -44.0, 0.0, -20.0];  roots: [0.9883681160254085, -0.9883681160254085]
    equation: [2.0, 48.0, 34.0];  roots: [-0.730572330415356, -23.269427669584644]
    equation: [13.0, 0.0, 45.0, 0.0, -9.0];  roots: [0.43544631971910386, -0.43544631971910386]
    equation: [0.0, 0.0, -8.0, 0.0, 60.0];  roots: [-2.7386127875258306, 2.7386127875258306]
    equation: [-76.0, 0.0, 20.0];  roots: [-0.512989176042577, 0.512989176042577]
    equation: [0.0, 0.0, -3.0, 0.0, 20.0];  roots: [-2.581988897471611, 2.581988897471611]
    equation: [-21.0, 16.0, 20.0];  roots: [-0.6666666666666666, 1.4285714285714286]
    equation: [48.0, -45.0, 0.0];  roots: [0.9375, 0.0]
    equation: [-48.0, -7.0, 0.0];  roots: [-0.14583333333333334, -0.0]
    equation: [-2.0, 21.0, -20.0];  roots: [1.0592363464399472, 9.440763653560053]
    equation: [40.0, -27.0, -48.0];  roots: [1.4837574972492003, -0.8087574972492002]
